event_id,event_time,campaign_id,campaign_name,c_name,priority,cost
327,1714917600000,25,friends_referrals_25_f1a9344085,friends_referrals_,1,172.16841847431135
328,1714917600000,23,google_search_23_a1500edff0,google_search_,3,178.57125644737403
329,1714917600000,26,google_search_26_bb6932ae6d,google_search_,3,143.79929370526153
330,1714921200000,27,instagram_ads_27_51742fd406,instagram_ads_,2,149.33890992062493
331,1714921200000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,151.0617723081673
332,1714921200000,25,friends_referrals_25_f1a9344085,friends_referrals_,1,159.976281890101
333,1714921200000,23,google_search_23_a1500edff0,google_search_,3,153.89918676611106
334,1714921200000,26,google_search_26_bb6932ae6d,google_search_,3,138.36017460575886
335,1714924800000,27,instagram_ads_27_51742fd406,instagram_ads_,2,173.25653616929435
336,1714924800000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,163.76953073938768
337,1714924800000,25,friends_referrals_25_f1a9344085,friends_referrals_,1,114.97878535281708
338,1714924800000,23,google_search_23_a1500edff0,google_search_,3,88.90479489642084
339,1714924800000,26,google_search_26_bb6932ae6d,google_search_,3,142.4669848279395
340,1714928400000,27,instagram_ads_27_51742fd406,instagram_ads_,2,89.61857942183579
341,1714928400000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,175.5802502362559
342,1714928400000,25,friends_referrals_25_f1a9344085,friends_referrals_,1,157.01825671303146
343,1714928400000,23,google_search_23_a1500edff0,google_search_,3,102.62635879786619
344,1714928400000,26,google_search_26_bb6932ae6d,google_search_,3,84.02243618599142
345,1714932000000,27,instagram_ads_27_51742fd406,instagram_ads_,2,90.08276070896852
346,1714932000000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,84.6758729351365
347,1714932000000,25,friends_referrals_25_f1a9344085,friends_referrals_,1,106.3234940052945
348,1714932000000,26,google_search_26_bb6932ae6d,google_search_,3,110.46934995102407
349,1714935600000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,162.69822356458354
350,1714935600000,25,friends_referrals_25_f1a9344085,friends_referrals_,1,85.26268961982987
351,1714935600000,26,google_search_26_bb6932ae6d,google_search_,3,188.10063129351707
352,1714939200000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,184.6971422041786
353,1714939200000,25,friends_referrals_25_f1a9344085,friends_referrals_,1,115.16173874286596
354,1714939200000,26,google_search_26_bb6932ae6d,google_search_,3,94.17158201398249
355,1714942800000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,91.80963260235322
356,1714942800000,25,friends_referrals_25_f1a9344085,friends_referrals_,1,152.07458706418893
357,1714942800000,26,google_search_26_bb6932ae6d,google_search_,3,87.21402722998307
358,1714946400000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,107.7071092787434
359,1714946400000,25,friends_referrals_25_f1a9344085,friends_referrals_,1,95.20048797603684
360,1714946400000,26,google_search_26_bb6932ae6d,google_search_,3,90.77136686882268
361,1714950000000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,84.2829063085239
362,1714950000000,25,friends_referrals_25_f1a9344085,friends_referrals_,1,169.30238523170414
363,1714950000000,26,google_search_26_bb6932ae6d,google_search_,3,152.27269801236264
364,1714953600000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,180.63837061987238
365,1714953600000,25,friends_referrals_25_f1a9344085,friends_referrals_,1,155.0892815188551
366,1714953600000,26,google_search_26_bb6932ae6d,google_search_,3,86.2044072674983
367,1714953600000,29,google_search_29_11c9b19036,google_search_,3,154.53976255178992
368,1714957200000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,173.06925076091414
369,1714957200000,36,instagram_ads_36_a3f63248bb,instagram_ads_,2,187.81054295306967
370,1714957200000,25,friends_referrals_25_f1a9344085,friends_referrals_,1,103.1440141376762
371,1714957200000,28,friends_referrals_28_8af57f5227,friends_referrals_,1,188.50910098558313
372,1714957200000,26,google_search_26_bb6932ae6d,google_search_,3,162.78308469431389
373,1714960800000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,179.82762456919926
374,1714960800000,36,instagram_ads_36_a3f63248bb,instagram_ads_,2,126.35118436640508
375,1714960800000,28,friends_referrals_28_8af57f5227,friends_referrals_,1,164.48755052827156
376,1714960800000,26,google_search_26_bb6932ae6d,google_search_,3,151.76767850028313
377,1714964400000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,156.9827625689511
378,1714964400000,36,instagram_ads_36_a3f63248bb,instagram_ads_,2,125.14889699947454
379,1714964400000,28,friends_referrals_28_8af57f5227,friends_referrals_,1,89.74122810905726
380,1714964400000,26,google_search_26_bb6932ae6d,google_search_,3,97.65262595242291
381,1714968000000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,117.64613034401535
382,1714968000000,36,instagram_ads_36_a3f63248bb,instagram_ads_,2,162.28529935621742
383,1714968000000,28,friends_referrals_28_8af57f5227,friends_referrals_,1,172.13725268204024
384,1714968000000,26,google_search_26_bb6932ae6d,google_search_,3,170.03406767278722
385,1714971600000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,109.98099422905146
386,1714971600000,36,instagram_ads_36_a3f63248bb,instagram_ads_,2,115.42019954641682
387,1714971600000,28,friends_referrals_28_8af57f5227,friends_referrals_,1,89.77098387772992
388,1714971600000,26,google_search_26_bb6932ae6d,google_search_,3,164.92661098537292
389,1714975200000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,166.06850855752486
390,1714975200000,36,instagram_ads_36_a3f63248bb,instagram_ads_,2,147.39865724723222
391,1714975200000,28,friends_referrals_28_8af57f5227,friends_referrals_,1,97.36630142369579
392,1714975200000,26,google_search_26_bb6932ae6d,google_search_,3,182.53450820673652
393,1714978800000,36,instagram_ads_36_a3f63248bb,instagram_ads_,2,177.5145474296441
394,1714978800000,28,friends_referrals_28_8af57f5227,friends_referrals_,1,158.29422038711198
395,1714978800000,26,google_search_26_bb6932ae6d,google_search_,3,115.13785945046924
396,1714982400000,36,instagram_ads_36_a3f63248bb,instagram_ads_,2,130.13166090999246
397,1714982400000,26,google_search_26_bb6932ae6d,google_search_,3,149.73136561102638
398,1714986000000,36,instagram_ads_36_a3f63248bb,instagram_ads_,2,86.36214260906745
399,1714986000000,26,google_search_26_bb6932ae6d,google_search_,3,80.5839938943598
400,1714989600000,36,instagram_ads_36_a3f63248bb,instagram_ads_,2,140.0111132990832
401,1714993200000,36,instagram_ads_36_a3f63248bb,instagram_ads_,2,159.61877491628402
402,1714993200000,31,friends_referrals_31_d2a6788df7,friends_referrals_,1,184.72414020374686
403,1714993200000,32,google_search_32_893397b50d,google_search_,3,183.84405475270006
404,1714996800000,31,friends_referrals_31_d2a6788df7,friends_referrals_,1,93.01266064741216
405,1714996800000,32,google_search_32_893397b50d,google_search_,3,129.7074449265423
406,1715000400000,39,instagram_ads_39_4be46bbbaa,instagram_ads_,2,150.36333388726675
407,1715000400000,31,friends_referrals_31_d2a6788df7,friends_referrals_,1,97.34844771720316
408,1715000400000,32,google_search_32_893397b50d,google_search_,3,80.42711502496049
409,1715004000000,39,instagram_ads_39_4be46bbbaa,instagram_ads_,2,109.9604966862145
410,1715004000000,31,friends_referrals_31_d2a6788df7,friends_referrals_,1,172.29526688653058
411,1715004000000,32,google_search_32_893397b50d,google_search_,3,167.0575715395461
412,1715007600000,39,instagram_ads_39_4be46bbbaa,instagram_ads_,2,140.9687054506498
413,1715007600000,31,friends_referrals_31_d2a6788df7,friends_referrals_,1,109.72993819891921
414,1715007600000,32,google_search_32_893397b50d,google_search_,3,109.17240452144695
415,1715011200000,39,instagram_ads_39_4be46bbbaa,instagram_ads_,2,132.59276478913407
416,1715011200000,31,friends_referrals_31_d2a6788df7,friends_referrals_,1,150.73050657699943
417,1715011200000,32,google_search_32_893397b50d,google_search_,3,169.92025583794782
418,1715014800000,39,instagram_ads_39_4be46bbbaa,instagram_ads_,2,92.71847192421019
419,1715014800000,31,friends_referrals_31_d2a6788df7,friends_referrals_,1,82.06946269217201
420,1715014800000,32,google_search_32_893397b50d,google_search_,3,126.11086234242174
421,1715018400000,39,instagram_ads_39_4be46bbbaa,instagram_ads_,2,171.12625778314703
422,1715018400000,31,friends_referrals_31_d2a6788df7,friends_referrals_,1,170.77922067969592
423,1715018400000,32,google_search_32_893397b50d,google_search_,3,90.0298874411275
424,1715022000000,39,instagram_ads_39_4be46bbbaa,instagram_ads_,2,90.8573889048818
425,1715022000000,31,friends_referrals_31_d2a6788df7,friends_referrals_,1,157.02517898686196
426,1715022000000,32,google_search_32_893397b50d,google_search_,3,163.3495988603316
427,1715025600000,39,instagram_ads_39_4be46bbbaa,instagram_ads_,2,147.19912524893078
428,1715025600000,31,friends_referrals_31_d2a6788df7,friends_referrals_,1,86.13930025673874
429,1715025600000,32,google_search_32_893397b50d,google_search_,3,91.54960184100199
430,1715029200000,31,friends_referrals_31_d2a6788df7,friends_referrals_,1,166.92364323948306
431,1715029200000,32,google_search_32_893397b50d,google_search_,3,152.5063690818057
432,1715032800000,31,friends_referrals_31_d2a6788df7,friends_referrals_,1,112.41620238362
433,1715032800000,32,google_search_32_893397b50d,google_search_,3,119.53290291201952
434,1715036400000,31,friends_referrals_31_d2a6788df7,friends_referrals_,1,141.44559438068558
435,1715036400000,32,google_search_32_893397b50d,google_search_,3,128.32021039538938
436,1715040000000,31,friends_referrals_31_d2a6788df7,friends_referrals_,1,157.6076285359873
437,1715040000000,37,friends_referrals_37_a8a585984c,friends_referrals_,1,172.6423226899254
438,1715040000000,32,google_search_32_893397b50d,google_search_,3,152.57276383480837
439,1715040000000,35,google_search_35_9b41c1b2ff,google_search_,3,165.30980048681818
440,1715043600000,31,friends_referrals_31_d2a6788df7,friends_referrals_,1,127.59270094887628
441,1715043600000,37,friends_referrals_37_a8a585984c,friends_referrals_,1,119.17470015546026
442,1715043600000,32,google_search_32_893397b50d,google_search_,3,82.75334014544752
443,1715043600000,35,google_search_35_9b41c1b2ff,google_search_,3,151.96410235544494
444,1715047200000,31,friends_referrals_31_d2a6788df7,friends_referrals_,1,151.30385302422167
445,1715047200000,37,friends_referrals_37_a8a585984c,friends_referrals_,1,150.05863636309135
446,1715047200000,32,google_search_32_893397b50d,google_search_,3,155.24298197276295
447,1715047200000,35,google_search_35_9b41c1b2ff,google_search_,3,173.92782303802989
448,1715050800000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,148.0065990664267
449,1715050800000,31,friends_referrals_31_d2a6788df7,friends_referrals_,1,183.69140428226763
450,1715050800000,37,friends_referrals_37_a8a585984c,friends_referrals_,1,185.25801018115158
451,1715050800000,32,google_search_32_893397b50d,google_search_,3,83.84036620756436
452,1715054400000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,181.1820088865143
453,1715054400000,37,friends_referrals_37_a8a585984c,friends_referrals_,1,96.67086264144652
454,1715054400000,32,google_search_32_893397b50d,google_search_,3,145.55104942964533
455,1715058000000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,119.00939365659616
456,1715058000000,37,friends_referrals_37_a8a585984c,friends_referrals_,1,143.80865628674258
457,1715058000000,32,google_search_32_893397b50d,google_search_,3,167.54754911664736
458,1715061600000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,101.86145944132431
459,1715061600000,37,friends_referrals_37_a8a585984c,friends_referrals_,1,162.12148264951392
460,1715061600000,32,google_search_32_893397b50d,google_search_,3,80.623890133923
461,1715065200000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,134.93750448486983
462,1715065200000,37,friends_referrals_37_a8a585984c,friends_referrals_,1,182.91853103657309
463,1715065200000,32,google_search_32_893397b50d,google_search_,3,98.46583002909094
464,1715068800000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,99.96317275209941
465,1715068800000,37,friends_referrals_37_a8a585984c,friends_referrals_,1,126.49135624923709
466,1715068800000,32,google_search_32_893397b50d,google_search_,3,88.89511204158728
467,1715072400000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,112.91586702723956
468,1715072400000,37,friends_referrals_37_a8a585984c,friends_referrals_,1,90.97696304441541
469,1715072400000,32,google_search_32_893397b50d,google_search_,3,186.52764320985838
470,1715076000000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,122.24872510542781
471,1715076000000,37,friends_referrals_37_a8a585984c,friends_referrals_,1,130.81163662197696
472,1715079600000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,181.85729194064064
473,1715079600000,37,friends_referrals_37_a8a585984c,friends_referrals_,1,85.75901145442609
474,1715079600000,40,friends_referrals_40_7f254b4c11,friends_referrals_,1,141.06351858618288
475,1715083200000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,173.49127391761624
476,1715083200000,37,friends_referrals_37_a8a585984c,friends_referrals_,1,148.928916701948
477,1715083200000,40,friends_referrals_40_7f254b4c11,friends_referrals_,1,98.86462498711961
478,1715086800000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,177.23771686600855
479,1715086800000,37,friends_referrals_37_a8a585984c,friends_referrals_,1,146.102135385142
480,1715086800000,40,friends_referrals_40_7f254b4c11,friends_referrals_,1,94.5927213540403
481,1715086800000,38,google_search_38_e69c4581ec,google_search_,3,123.96791974697621
482,1715090400000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,131.33223867250004
483,1715090400000,37,friends_referrals_37_a8a585984c,friends_referrals_,1,157.45616776885328
484,1715090400000,40,friends_referrals_40_7f254b4c11,friends_referrals_,1,158.65528724014717
485,1715090400000,38,google_search_38_e69c4581ec,google_search_,3,170.75785388015942
486,1715094000000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,118.43951601500953
487,1715094000000,37,friends_referrals_37_a8a585984c,friends_referrals_,1,84.17337610484512
488,1715094000000,40,friends_referrals_40_7f254b4c11,friends_referrals_,1,153.62923565937757
489,1715094000000,38,google_search_38_e69c4581ec,google_search_,3,95.42574372824073
490,1715097600000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,130.29747675486507
491,1715097600000,37,friends_referrals_37_a8a585984c,friends_referrals_,1,114.37702500129441
492,1715097600000,40,friends_referrals_40_7f254b4c11,friends_referrals_,1,155.14785404663553
493,1715097600000,38,google_search_38_e69c4581ec,google_search_,3,107.68112727571373
494,1715101200000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,148.02883113256996
495,1715101200000,43,instagram_ads_43_2630559612,instagram_ads_,2,139.33288338080683
496,1715101200000,37,friends_referrals_37_a8a585984c,friends_referrals_,1,118.13136133870667
497,1715101200000,40,friends_referrals_40_7f254b4c11,friends_referrals_,1,134.31014490969488
498,1715101200000,38,google_search_38_e69c4581ec,google_search_,3,140.85260114597557
499,1715104800000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,173.34062102220435
500,1715104800000,43,instagram_ads_43_2630559612,instagram_ads_,2,177.95440405669865
501,1715104800000,40,friends_referrals_40_7f254b4c11,friends_referrals_,1,187.8019840072734
502,1715104800000,38,google_search_38_e69c4581ec,google_search_,3,166.6841056491511
503,1715108400000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,84.75076508434526
504,1715108400000,43,instagram_ads_43_2630559612,instagram_ads_,2,149.85776264773807
505,1715108400000,38,google_search_38_e69c4581ec,google_search_,3,102.0576266165544
506,1715112000000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,162.22841788726134
507,1715112000000,43,instagram_ads_43_2630559612,instagram_ads_,2,144.53422528227813
508,1715112000000,38,google_search_38_e69c4581ec,google_search_,3,175.0291225655679
509,1715115600000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,157.67434632341843
510,1715115600000,43,instagram_ads_43_2630559612,instagram_ads_,2,168.58136659764457
511,1715115600000,38,google_search_38_e69c4581ec,google_search_,3,116.25607670601369
512,1715119200000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,84.03865853785905
513,1715119200000,43,instagram_ads_43_2630559612,instagram_ads_,2,90.91688850836732
514,1715119200000,38,google_search_38_e69c4581ec,google_search_,3,128.00043380203573
515,1715122800000,42,instagram_ads_42_3313b763b1,instagram_ads_,2,119.61248229014437
516,1715122800000,43,instagram_ads_43_2630559612,instagram_ads_,2,80.60092678817959
517,1715122800000,46,friends_referrals_46_eecab1e3de,friends_referrals_,1,91.12481509623521
518,1715122800000,38,google_search_38_e69c4581ec,google_search_,3,93.18110422296839
519,1715126400000,43,instagram_ads_43_2630559612,instagram_ads_,2,112.762157767098
520,1715126400000,46,friends_referrals_46_eecab1e3de,friends_referrals_,1,121.8907329973598
521,1715126400000,38,google_search_38_e69c4581ec,google_search_,3,148.95175213915465
522,1715126400000,41,google_search_41_69710f384e,google_search_,3,89.98618947759343
523,1715130000000,43,instagram_ads_43_2630559612,instagram_ads_,2,180.32442427816045
524,1715130000000,46,friends_referrals_46_eecab1e3de,friends_referrals_,1,80.6277264522704
525,1715130000000,38,google_search_38_e69c4581ec,google_search_,3,121.86634404572465
526,1715130000000,41,google_search_41_69710f384e,google_search_,3,133.17389269025864
527,1715133600000,43,instagram_ads_43_2630559612,instagram_ads_,2,107.15241217981907
528,1715133600000,46,friends_referrals_46_eecab1e3de,friends_referrals_,1,145.4250290194355
529,1715133600000,41,google_search_41_69710f384e,google_search_,3,110.22047959639926
530,1715137200000,43,instagram_ads_43_2630559612,instagram_ads_,2,95.35591389877068
531,1715137200000,41,google_search_41_69710f384e,google_search_,3,98.80911312526047
532,1715140800000,43,instagram_ads_43_2630559612,instagram_ads_,2,156.045440471968
533,1715140800000,41,google_search_41_69710f384e,google_search_,3,125.3359148944686
534,1715144400000,41,google_search_41_69710f384e,google_search_,3,146.179053722469
535,1715148000000,41,google_search_41_69710f384e,google_search_,3,152.59835125417578
536,1715151600000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,108.83701672753315
537,1715151600000,41,google_search_41_69710f384e,google_search_,3,100.36416718136263
538,1715155200000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,125.39486182440288
539,1715158800000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,122.66279704444938
540,1715162400000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,130.36658691158067
541,1715162400000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,95.10596598768761
542,1715166000000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,105.15368366655659
543,1715166000000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,123.78399507485298
544,1715169600000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,152.2462219766383
545,1715169600000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,183.97735722595388
546,1715173200000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,127.03247528402594
547,1715173200000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,187.3713790150499
548,1715176800000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,186.21607932535687
549,1715176800000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,181.53931253568612
550,1715176800000,44,google_search_44_a275bc29bc,google_search_,3,107.31132893838026
551,1715180400000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,138.22519048323107
552,1715180400000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,175.500672450911
553,1715180400000,44,google_search_44_a275bc29bc,google_search_,3,179.4850327623373
554,1715184000000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,112.63633445210748
555,1715184000000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,103.42231538170073
556,1715184000000,44,google_search_44_a275bc29bc,google_search_,3,124.02342995571851
557,1715187600000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,81.24819879092544
558,1715187600000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,114.60866804704939
559,1715187600000,44,google_search_44_a275bc29bc,google_search_,3,144.43393938105635
560,1715191200000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,187.8506619657864
561,1715191200000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,162.1496091679901
562,1715191200000,44,google_search_44_a275bc29bc,google_search_,3,163.6928697701993
563,1715194800000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,173.86535315967893
564,1715194800000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,92.13355680440225
565,1715194800000,44,google_search_44_a275bc29bc,google_search_,3,82.21620697905118
566,1715198400000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,152.82049972056947
567,1715198400000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,115.84400536519162
568,1715198400000,44,google_search_44_a275bc29bc,google_search_,3,129.02836405363146
569,1715202000000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,180.72604223131844
570,1715202000000,51,instagram_ads_51_94f540ce54,instagram_ads_,2,143.99576256001978
571,1715202000000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,114.01729478417737
572,1715202000000,44,google_search_44_a275bc29bc,google_search_,3,179.89799545890565
573,1715205600000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,176.97290708585132
574,1715205600000,51,instagram_ads_51_94f540ce54,instagram_ads_,2,128.4875456449423
575,1715205600000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,80.09230446617251
576,1715205600000,44,google_search_44_a275bc29bc,google_search_,3,151.11250630209645
577,1715209200000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,135.7875478361429
578,1715209200000,51,instagram_ads_51_94f540ce54,instagram_ads_,2,81.73974975311779
579,1715209200000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,85.21363415025078
580,1715209200000,44,google_search_44_a275bc29bc,google_search_,3,150.6999985900502
581,1715212800000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,110.42594785765583
582,1715212800000,51,instagram_ads_51_94f540ce54,instagram_ads_,2,106.23918642271818
583,1715212800000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,93.1046259299149
584,1715212800000,52,friends_referrals_52_79d67129ac,friends_referrals_,1,156.91844522443236
585,1715216400000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,184.24521313555675
586,1715216400000,51,instagram_ads_51_94f540ce54,instagram_ads_,2,169.14786752702489
587,1715216400000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,140.8428594101083
588,1715216400000,52,friends_referrals_52_79d67129ac,friends_referrals_,1,182.98496395477338
589,1715216400000,47,google_search_47_134e264540,google_search_,3,114.94015269351311
590,1715220000000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,154.70078071013992
591,1715220000000,51,instagram_ads_51_94f540ce54,instagram_ads_,2,128.52723822939754
592,1715220000000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,116.03322274576051
593,1715220000000,52,friends_referrals_52_79d67129ac,friends_referrals_,1,98.93042834757242
594,1715220000000,47,google_search_47_134e264540,google_search_,3,186.19452317196456
595,1715223600000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,90.57203004541446
596,1715223600000,51,instagram_ads_51_94f540ce54,instagram_ads_,2,110.68907584848432
597,1715223600000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,107.68198833357954
598,1715223600000,52,friends_referrals_52_79d67129ac,friends_referrals_,1,186.82900274393344
599,1715223600000,47,google_search_47_134e264540,google_search_,3,170.4807177912913
600,1715227200000,48,instagram_ads_48_da69f94e41,instagram_ads_,2,174.66483047690082
601,1715227200000,51,instagram_ads_51_94f540ce54,instagram_ads_,2,115.14238581859416
602,1715227200000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,156.4006397288348
603,1715227200000,52,friends_referrals_52_79d67129ac,friends_referrals_,1,132.06901443603832
604,1715227200000,47,google_search_47_134e264540,google_search_,3,183.0918066756987
605,1715230800000,51,instagram_ads_51_94f540ce54,instagram_ads_,2,135.4225506674929
606,1715230800000,49,friends_referrals_49_16b0b159fa,friends_referrals_,1,167.4026349583586
607,1715230800000,52,friends_referrals_52_79d67129ac,friends_referrals_,1,144.7659472372025
608,1715230800000,47,google_search_47_134e264540,google_search_,3,118.34420548250172
609,1715234400000,51,instagram_ads_51_94f540ce54,instagram_ads_,2,106.79145091338823
610,1715234400000,52,friends_referrals_52_79d67129ac,friends_referrals_,1,88.70386534173123
611,1715234400000,47,google_search_47_134e264540,google_search_,3,170.21028648341434
612,1715238000000,51,instagram_ads_51_94f540ce54,instagram_ads_,2,156.6649366750624
613,1715238000000,52,friends_referrals_52_79d67129ac,friends_referrals_,1,150.76057477176147
614,1715238000000,47,google_search_47_134e264540,google_search_,3,83.98321501722569
615,1715241600000,51,instagram_ads_51_94f540ce54,instagram_ads_,2,135.24299599821035
616,1715241600000,54,instagram_ads_54_edd6b89e5d,instagram_ads_,2,110.45304219658252
617,1715241600000,52,friends_referrals_52_79d67129ac,friends_referrals_,1,112.83904647287969
618,1715241600000,47,google_search_47_134e264540,google_search_,3,112.01606445540466
619,1715245200000,51,instagram_ads_51_94f540ce54,instagram_ads_,2,185.02842411689844
620,1715245200000,54,instagram_ads_54_edd6b89e5d,instagram_ads_,2,160.5805035374534
621,1715245200000,52,friends_referrals_52_79d67129ac,friends_referrals_,1,145.77972694056206
622,1715245200000,47,google_search_47_134e264540,google_search_,3,172.66590187597842
623,1715248800000,51,instagram_ads_51_94f540ce54,instagram_ads_,2,168.9324544471437
624,1715248800000,54,instagram_ads_54_edd6b89e5d,instagram_ads_,2,111.7643231637914
625,1715248800000,52,friends_referrals_52_79d67129ac,friends_referrals_,1,163.17441075648082
626,1715248800000,47,google_search_47_134e264540,google_search_,3,164.86377772838026
627,1715252400000,51,instagram_ads_51_94f540ce54,instagram_ads_,2,116.96816637526109
628,1715252400000,54,instagram_ads_54_edd6b89e5d,instagram_ads_,2,88.39446909637124
629,1715252400000,52,friends_referrals_52_79d67129ac,friends_referrals_,1,152.38710009954582
630,1715252400000,47,google_search_47_134e264540,google_search_,3,82.9322020740268
631,1715256000000,51,instagram_ads_51_94f540ce54,instagram_ads_,2,117.16702763425528
632,1715256000000,54,instagram_ads_54_edd6b89e5d,instagram_ads_,2,175.12550657264586
633,1715256000000,47,google_search_47_134e264540,google_search_,3,153.12463332718636
634,1715259600000,51,instagram_ads_51_94f540ce54,instagram_ads_,2,146.3177605434451
635,1715259600000,54,instagram_ads_54_edd6b89e5d,instagram_ads_,2,142.8895886774828
636,1715259600000,47,google_search_47_134e264540,google_search_,3,150.55448927203417
637,1715263200000,51,instagram_ads_51_94f540ce54,instagram_ads_,2,99.82979469938435
638,1715263200000,54,instagram_ads_54_edd6b89e5d,instagram_ads_,2,176.26607854116273
639,1715263200000,47,google_search_47_134e264540,google_search_,3,113.96240394106002
640,1715266800000,54,instagram_ads_54_edd6b89e5d,instagram_ads_,2,117.45550108887451
641,1715266800000,55,friends_referrals_55_adf326f8dc,friends_referrals_,1,173.46707440617314
642,1715266800000,47,google_search_47_134e264540,google_search_,3,135.69311152707934
643,1715266800000,50,google_search_50_19bbd503d7,google_search_,3,97.13021099485665
644,1715270400000,54,instagram_ads_54_edd6b89e5d,instagram_ads_,2,169.95519449107024
645,1715270400000,55,friends_referrals_55_adf326f8dc,friends_referrals_,1,129.0418590870366
646,1715270400000,47,google_search_47_134e264540,google_search_,3,155.26117114378746
647,1715270400000,50,google_search_50_19bbd503d7,google_search_,3,115.16726966113113
648,1715274000000,54,instagram_ads_54_edd6b89e5d,instagram_ads_,2,84.49912347664558
649,1715274000000,55,friends_referrals_55_adf326f8dc,friends_referrals_,1,101.74693917476773
650,1715274000000,50,google_search_50_19bbd503d7,google_search_,3,118.10128225910897
651,1715277600000,54,instagram_ads_54_edd6b89e5d,instagram_ads_,2,101.24540870660414
652,1715277600000,55,friends_referrals_55_adf326f8dc,friends_referrals_,1,102.11393964689148
653,1715277600000,50,google_search_50_19bbd503d7,google_search_,3,95.11552291051089
654,1715281200000,54,instagram_ads_54_edd6b89e5d,instagram_ads_,2,141.22480135217387
655,1715281200000,55,friends_referrals_55_adf326f8dc,friends_referrals_,1,125.52095608919737
